"","EA_Dataset","PU_Gap_Code","Reach_Name","Event_Date","REP","COUNT","SAMPTYPE","LAB_NAME","LAB_ID","TAXONOMIST","LAB_TAXON","TAXON_NAME","LIFE_STAGE","ABUNDANCE","NUM_IN_RC","IMMATURE","INDETERMINATE","CONDITION","LARGE_RARE_TAXA","DISTINCT","AGGREGATED","LAB_COMMENTS","KINGDOM","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","INFRACLASS","SUPERORDER","ORDER","SUBORDER","INFRAORDER","SUPERFAMILY","FAMILY","SUBFAMILY","TRIBE","SUBTRIBE","GENUS","SUBGENUS","SPECIES","SUBSPECIES","ADDITIONS","ITIS_TAXON_SN"
"4310","2","kasky1648","kasky1648","7/24/2013",NA,357,"Freshwater","EcoAnalysts","6940.01-22","J. Pfeiffer","225","Stenacron interpunctatum","LARVAE",2,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Heptageniidae","","",NA,"Stenacron",NA,"Stenacron interpunctatum",NA,NA,100714
"4311","2","kasky1648","kasky1648","7/24/2013",NA,357,"Freshwater","EcoAnalysts","6940.01-22","J. Pfeiffer","290","Corixidae","LARVAE",2,NA,"Y","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Hemiptera","Heteroptera","","","Corixidae","","",NA,"",NA,"",NA,NA,103364
"4312","2","kasky1648","kasky1648","7/24/2013",NA,357,"Freshwater","EcoAnalysts","6940.01-22","J. Pfeiffer","274","Ischnura sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Coenagrionidae","","",NA,"Ischnura",NA,"sp.",NA,NA,102078
"4313","2","kasky1648","kasky1648","7/24/2013",NA,357,"Freshwater","EcoAnalysts","6940.01-22","J. Pfeiffer","544","Cheumatopsyche sp.","LARVAE",42,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Hydropsychidae","Hydropsychinae","",NA,"Cheumatopsyche",NA,"sp.",NA,NA,115408
"4314","2","kasky1648","kasky1648","7/24/2013",NA,357,"Freshwater","EcoAnalysts","6940.01-22","J. Pfeiffer","546","Hydropsyche betteni","LARVAE",11,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Hydropsychidae","Hydropsychinae","",NA,"Hydropsyche",NA,"Hydropsyche betteni",NA,NA,115454
"4315","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","2368","Corbicula sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Mollusca","","Bivalvia","Heterodonta","","","Veneroida","","","Corbiculoidea","Corbiculidae","","",NA,"Corbicula",NA,"sp.",NA,NA,81385
"4316","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","L. Flaherty","10","Tubificidae","LARVAE",2,NA,"N","N","N",NA,"Y",0,"","Animalia","Annelida","","Clitellata","Oligochaeta","","","Tubificida","","","","Tubificidae","","",NA,"",NA,"",NA,NA,68585
"4317","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","L. Flaherty","2659","Prostoma sp.","LARVAE",1,1,"N","N","N",NA,"Y",0,"RC#5","Animalia","Nemertea","","Enopla","","","","Hoplonemertea","Monostilifera","","","Tetrastemmatidae","","",NA,"Prostoma",NA,"sp.",NA,NA,57577
"4318","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","93","Physa sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Mollusca","","Gastropoda","","","","Basommatophora","","","","Physidae","","",NA,"Physa",NA,"sp.",NA,NA,76677
"4319","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","1907","Scirtidae","LARVAE",2,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","","","Scirtidae","","",NA,"",NA,"",NA,NA,113924
"4320","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","772","Ablabesmyia sp.","LARVAE",7,NA,"N","Y","N",NA,"Y",0,"unique, 3-segmented palps","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Ablabesmyia",NA,"sp.",NA,NA,128079
"4321","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","768","Ablabesmyia mallochi","LARVAE",25,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Ablabesmyia",NA,"Ablabesmyia mallochi",NA,NA,128097
"4322","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","930","Chironomus sp.","LARVAE",49,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Chironomus",NA,"sp.",NA,NA,129254
"4323","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","1006","Cladotanytarsus sp.","LARVAE",5,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Cladotanytarsus",NA,"sp.",NA,NA,129873
"4324","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","839","Cricotopus bicinctus gr.","LARVAE",11,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Cricotopus",NA,"Cricotopus bicinctus gr.",NA,NA,NA
"4325","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","934","Cryptochironomus sp.","LARVAE",5,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Cryptochironomus",NA,"sp.",NA,NA,129368
"4326","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","938","Cryptotendipes sp.","LARVAE",4,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Cryptotendipes",NA,"sp.",NA,NA,129394
"4327","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","942","Dicrotendipes modestus","LARVAE",12,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"Dicrotendipes modestus",NA,NA,129448
"4328","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","3662","Dicrotendipes neomodestus","LARVAE",21,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"Dicrotendipes neomodestus",NA,NA,129450
"4329","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","950","Glyptotendipes sp.","LARVAE",2,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Glyptotendipes",NA,"sp.",NA,NA,129483
"4330","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","788","Labrundinia sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Labrundinia",NA,"sp.",NA,NA,128173
"4331","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","878","Nanocladius sp.","LARVAE",2,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Nanocladius",NA,"sp.",NA,NA,128844
"4332","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","1015","Paratanytarsus sp.","LARVAE",3,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Paratanytarsus",NA,"sp.",NA,NA,129935
"4333","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","970","Paratendipes sp.","LARVAE",6,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Paratendipes",NA,"sp.",NA,NA,129623
"4334","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","973","Phaenopsectra sp.","LARVAE",2,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Phaenopsectra",NA,"sp.",NA,NA,129637
"4335","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","975","Polypedilum flavum","LARVAE",7,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum flavum",NA,NA,NA
"4336","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","3320","Polypedilum halterale gr.","LARVAE",4,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum halterale gr.",NA,NA,NA
"4337","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","979","Polypedilum illinoense gr.","LARVAE",19,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum illinoense gr.",NA,NA,NA
"4338","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","983","Polypedilum scalaenum gr.","LARVAE",8,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum scalaenum gr.",NA,NA,NA
"4339","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","799","Procladius sp.","LARVAE",44,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Procladiini",NA,"Procladius",NA,"sp.",NA,NA,128277
"4340","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","2264","Rheosmittia sp.","LARVAE",2,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Rheosmittia",NA,"sp.",NA,NA,129107
"4341","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","1017","Rheotanytarsus exiguus gr.","LARVAE",3,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Rheotanytarsus",NA,"Rheotanytarsus exiguus gr.",NA,NA,NA
"4342","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","3311","Saetheria tylus","LARVAE",10,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Saetheria",NA,"Saetheria tylus",NA,NA,129737
"4343","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","802","Tanypus sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Tanypodini",NA,"Tanypus",NA,"sp.",NA,NA,128324
"4344","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","1029","Tanytarsus sp.","LARVAE",88,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsus",NA,"sp.",NA,NA,129978
"4345","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","805","Thienemannimyia gr. sp.","LARVAE",5,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Thienemannimyia gr.",NA,"sp.",NA,NA,NA
"4346","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","999","Tribelos sp.","LARVAE",26,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Tribelos",NA,"sp.",NA,NA,129820
"4347","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","G. Wallace","998","Tribelos jucundum","LARVAE",41,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Tribelos",NA,"Tribelos jucundum",NA,NA,NA
"4348","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","712","Hemerodromia sp.","LARVAE",1,NA,"N","N","N",NA,"Y",1,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Brachycera","","","Empididae","","",NA,"Hemerodromia",NA,"sp.",NA,NA,136327
"4349","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","3772","Basiaeschna janata","LARVAE",1,1,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Anisoptera","","","Aeshnidae","","",NA,"Basiaeschna",NA,"Basiaeschna janata",NA,NA,NA
"4350","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","2797","Boyeria vinosa","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Anisoptera","","","Aeshnidae","","",NA,"Boyeria",NA,"Boyeria vinosa",NA,NA,101647
"4351","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","272","Argia sp.","LARVAE",7,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Coenagrionidae","","",NA,"Argia",NA,"sp.",NA,NA,102139
"4352","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","274","Ischnura sp.","LARVAE",2,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Coenagrionidae","","",NA,"Ischnura",NA,"sp.",NA,NA,102078
"4353","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","278","Gomphus sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Anisoptera","","","Gomphidae","","",NA,"Gomphus",NA,"sp.",NA,NA,101665
"4354","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","1060","Progomphus sp.","LARVAE",1,NA,"N","Y","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Anisoptera","","","Gomphidae","","",NA,"Progomphus",NA,"sp.",NA,NA,101718
"4355","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","544","Cheumatopsyche sp.","LARVAE",57,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Hydropsychidae","Hydropsychinae","",NA,"Cheumatopsyche",NA,"sp.",NA,NA,115408
"4356","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","2402","Hydropsyche simulans","LARVAE",6,2,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Hydropsychidae","Hydropsychinae","",NA,"Hydropsyche",NA,"Hydropsyche simulans",NA,NA,115481
"4357","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","573","Hydroptila sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Hydroptilidae","","",NA,"Hydroptila",NA,"sp.",NA,NA,115641
"4358","2","kasky1685","kasky1685","7/24/2013",NA,497,"Freshwater","EcoAnalysts","6940.01-23","J. Pfeiffer","2408","Nectopsyche candida","LARVAE",5,2,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Leptoceridae","","",NA,"Nectopsyche",NA,"Nectopsyche candida",NA,NA,116661
"4359","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","J. Pfeiffer","103","Pisidium sp.","LARVAE",5,NA,"N","N","N",NA,"Y",0,"","Animalia","Mollusca","","Bivalvia","Heterodonta","","","Veneroida","","","Corbiculoidea","Sphaeriidae","","",NA,"Pisidium",NA,"sp.",NA,NA,81400
"4360","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","J. Pfeiffer","2377","Erpobdella sp.","LARVAE",5,NA,"N","N","N",NA,"Y",0,"","Animalia","Annelida","","Clitellata","Hirudinida","Euhirudinea","","Arhynchobdellida","Erpobdelliformes","","","Erpobdellidae","","",NA,"Erpobdella",NA,"sp.",NA,NA,69444
"4361","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","J. Pfeiffer","2382","Helobdella sp.","LARVAE",3,NA,"N","N","N",NA,"Y",0,"","Animalia","Annelida","","Clitellata","Hirudinida","Euhirudinea","","Rhynchobdellida","","","","Glossiphoniidae","","",NA,"Helobdella",NA,"sp.",NA,NA,69396
"4362","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","L. Flaherty","10","Tubificidae","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Annelida","","Clitellata","Oligochaeta","","","Tubificida","","","","Tubificidae","","",NA,"",NA,"",NA,NA,68585
"4363","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","J. Pfeiffer","93","Physa sp.","LARVAE",14,NA,"N","N","N",NA,"Y",0,"","Animalia","Mollusca","","Gastropoda","","","","Basommatophora","","","","Physidae","","",NA,"Physa",NA,"sp.",NA,NA,76677
"4364","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","J. Pfeiffer","477","Stenelmis sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","","","Elmidae","","",NA,"Stenelmis",NA,"sp.",NA,NA,114095
"4365","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","J. Pfeiffer","1907","Scirtidae","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","","","Scirtidae","","",NA,"",NA,"",NA,NA,113924
"4366","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","768","Ablabesmyia mallochi","LARVAE",9,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Ablabesmyia",NA,"Ablabesmyia mallochi",NA,NA,128097
"4367","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","930","Chironomus sp.","LARVAE",3,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Chironomus",NA,"sp.",NA,NA,129254
"4368","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","1006","Cladotanytarsus sp.","LARVAE",6,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Cladotanytarsus",NA,"sp.",NA,NA,129873
"4369","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","774","Clinotanypus sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Coelotanypodini",NA,"Clinotanypus",NA,"sp.",NA,NA,127996
"4370","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","934","Cryptochironomus sp.","LARVAE",10,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Cryptochironomus",NA,"sp.",NA,NA,129368
"4371","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","3662","Dicrotendipes neomodestus","LARVAE",15,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"Dicrotendipes neomodestus",NA,NA,129450
"4372","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","943","Dicrotendipes simpsoni","LARVAE",8,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"Dicrotendipes simpsoni",NA,NA,193743
"4373","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","950","Glyptotendipes sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Glyptotendipes",NA,"sp.",NA,NA,129483
"4374","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","788","Labrundinia sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Labrundinia",NA,"sp.",NA,NA,128173
"4375","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","793","Natarsia sp.","LARVAE",1,1,"N","N","N",NA,"Y",0,"#73","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Natarsiini",NA,"Natarsia",NA,"sp.",NA,NA,128070
"4376","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","966","Paracladopelma sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Paracladopelma",NA,"sp.",NA,NA,129597
"4377","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","1015","Paratanytarsus sp.","LARVAE",19,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Paratanytarsus",NA,"sp.",NA,NA,129935
"4378","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","970","Paratendipes sp.","LARVAE",25,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Paratendipes",NA,"sp.",NA,NA,129623
"4379","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","797","Pentaneura sp.","LARVAE",1,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Pentaneura",NA,"sp.",NA,NA,128215
"4380","2","kasky1879","kasky1879","8/21/2013",NA,306,"Freshwater","EcoAnalysts","6940.01-24","G. Wallace","973","Phaenopsectra sp.","LARVAE",18,NA,"N","N","N",NA,"Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Phaenopsectra",NA,"sp.",NA,NA,129637
