TAXON_NAME,Total_Abundance,Site_Frequency,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,Species,Subspecies
Plauditus sp.,25,6,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Ephemeroptera,NA,NA,NA,Baetidae,NA,NA,NA,Plauditus,NA,sp.,NA
Polycentropodidae,3,2,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Trichoptera,NA,NA,NA,Polycentropodidae,NA,NA,NA,NA,NA,NA,NA
Polypedilum aviceps,64,19,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Polypedilum,NA,Polypedilum aviceps,NA
Polypedilum epleri,1,1,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Polypedilum,NA,Polypedilum epleri,NA
Polypedilum fallax gr.,120,55,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Polypedilum,NA,Polypedilum fallax gr.,NA
Polypedilum flavum,3711,132,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Polypedilum,NA,Polypedilum flavum,NA
Polypedilum halterale gr.,354,83,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Polypedilum,NA,Polypedilum halterale gr.,NA
Polypedilum illinoense gr.,4786,149,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Polypedilum,NA,Polypedilum illinoense gr.,NA
Polypedilum scalaenum gr.,1450,119,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Polypedilum,NA,Polypedilum scalaenum gr.,NA
Polypedilum sp.,1,1,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Polypedilum,NA,sp.,NA
Polypedilum tritum,1,1,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Polypedilum,NA,Polypedilum tritum,NA
Procambarus sp.,3,1,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,NA,Eucarida,Decapoda,Pleocyemata,Astacidea,Astacoidea,Cambaridae,NA,NA,NA,Procambarus,NA,sp.,NA
Procladius sp.,2079,118,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Tanypodinae,Procladiini,NA,Procladius,NA,sp.,NA
Procloeon sp.,1,1,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Ephemeroptera,NA,NA,NA,Baetidae,NA,NA,NA,Procloeon,NA,sp.,NA
Progomphus obscurus,4,4,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Odonata,Anisoptera,NA,NA,Gomphidae,NA,NA,NA,Progomphus,NA,Progomphus obscurus,NA
Progomphus sp.,19,15,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Odonata,Anisoptera,NA,NA,Gomphidae,NA,NA,NA,Progomphus,NA,sp.,NA
Prostoma sp.,6,3,Animalia,Nemertea,NA,Enopla,NA,NA,NA,Hoplonemertea,Monostilifera,NA,NA,Tetrastemmatidae,NA,NA,NA,Prostoma,NA,sp.,NA
Psectrotanypus sp.,34,11,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Tanypodinae,Macropelopiini,NA,Psectrotanypus,NA,sp.,NA
Pseudochironomus sp.,21,8,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Pseudochironomini,NA,Pseudochironomus,NA,sp.,NA
Pseudocloeon frondale,49,3,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Ephemeroptera,NA,NA,NA,Baetidae,NA,NA,NA,Pseudocloeon,NA,Pseudocloeon frondale,NA
Pseudocloeon sp.,281,10,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Ephemeroptera,NA,NA,NA,Baetidae,NA,NA,NA,Pseudocloeon,NA,sp.,NA
Pseudolimnophila sp.,1,1,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,NA,NA,NA,Tipulidae,Limoniinae,Hexatomini,NA,Pseudolimnophila,NA,sp.,NA
Pseudosuccinea columella,2,2,Animalia,Mollusca,NA,Gastropoda,Heterobranchia,NA,NA,Hygrophila,NA,NA,Lymneoidea,Lymnaeidae,NA,NA,NA,Pseudosuccinea,NA,Pseudosuccinea columella,NA
Psychodidae,10,4,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Psychodidae,NA,NA,NA,NA,NA,NA,NA
Pycnopsyche sp.,1,1,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Trichoptera,NA,NA,NA,Limnephilidae,NA,NA,NA,Pycnopsyche,NA,sp.,NA
Ranatra sp.,4,4,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Hemiptera,Heteroptera,NA,NA,Nepidae,NA,NA,NA,Ranatra,NA,sp.,NA
Rheocricotopus sp.,76,33,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Orthocladiinae,NA,NA,Rheocricotopus,NA,sp.,NA
Rheosmittia sp.,263,18,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Orthocladiinae,NA,NA,Rheosmittia,NA,sp.,NA
Rheotanytarsus exiguus gr.,519,80,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Tanytarsini,NA,Rheotanytarsus,NA,Rheotanytarsus exiguus gr.,NA
Rheotanytarsus pellucidus gr.,10,8,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Tanytarsini,NA,Rheotanytarsus,NA,Rheotanytarsus pellucidus gr.,NA
Robackia demeijerei,3,3,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Robackia,NA,Robackia demeijerei,NA
Robackia sp.,2,1,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Robackia,NA,sp.,NA
Saetheria sp.,33,23,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Saetheria,NA,sp.,NA
Saetheria tylus,903,84,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Saetheria,NA,Saetheria tylus,NA
Sciomyzidae,2,2,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Sciomyzidae,NA,NA,NA,NA,NA,NA,NA
Scirtidae,96,41,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Coleoptera,Polyphaga,NA,NA,Scirtidae,NA,NA,NA,NA,NA,NA,NA
Sialis sp.,21,7,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Neuropterida,Megaloptera,NA,NA,NA,Sialidae,NA,NA,NA,Sialis,NA,sp.,NA
Sigara alternata,29,1,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Hemiptera,Heteroptera,NA,NA,Corixidae,NA,NA,NA,Sigara,NA,Sigara alternata,NA
Sigara sp.,1,1,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Hemiptera,Heteroptera,NA,NA,Corixidae,NA,NA,NA,Sigara,NA,sp.,NA
Simulium sp.,1868,84,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Simuliidae,NA,NA,NA,Simulium,NA,sp.,NA
Sisyra sp.,4,3,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Neuropterida,Neuroptera,NA,NA,NA,Sisyridae,NA,NA,NA,Sisyra,NA,sp.,NA
Smittia sp.,2,1,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Orthocladiinae,NA,NA,Smittia,NA,sp.,NA
Somatochlora sp.,56,16,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Odonata,Anisoptera,NA,NA,Corduliidae,NA,NA,NA,Somatochlora,NA,sp.,NA
Sperchopsis tessellata,1,1,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Coleoptera,Polyphaga,NA,NA,Hydrophilidae,NA,NA,NA,Sperchopsis,NA,Sperchopsis tessellata,NA
Sphaeriidae,100,8,Animalia,Mollusca,NA,Bivalvia,Heterodonta,NA,NA,Veneroida,NA,NA,Corbiculoidea,Sphaeriidae,NA,NA,NA,NA,NA,NA,NA
Sphaerium sp.,374,33,Animalia,Mollusca,NA,Bivalvia,Heterodonta,NA,NA,Veneroida,NA,NA,Corbiculoidea,Sphaeriidae,NA,NA,NA,Sphaerium,NA,sp.,NA
Stagnicola sp.,3,1,Animalia,Mollusca,NA,Gastropoda,Heterobranchia,NA,NA,Hygrophila,NA,NA,Lymneoidea,Lymnaeidae,NA,NA,NA,Stagnicola,NA,sp.,NA
Stelechomyia perpulchra,2,2,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Stelechomyia,NA,Stelechomyia perpulchra,NA
Stempellina sp.,2,2,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Tanytarsini,NA,Stempellina,NA,sp.,NA
Stempellinella sp.,28,10,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Tanytarsini,NA,Stempellinella,NA,sp.,NA
Stenacron interpunctatum,409,59,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Ephemeroptera,NA,NA,NA,Heptageniidae,NA,NA,NA,Stenacron,NA,Stenacron interpunctatum,NA
Stenacron sp.,60,25,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Ephemeroptera,NA,NA,NA,Heptageniidae,NA,NA,NA,Stenacron,NA,sp.,NA
Stenelmis sp.,604,76,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Coleoptera,Polyphaga,NA,NA,Elmidae,NA,NA,NA,Stenelmis,NA,sp.,NA
Stenochironomus sp.,157,54,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Stenochironomus,NA,sp.,NA
Stenonema femoratum,106,21,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Ephemeroptera,NA,NA,NA,Heptageniidae,NA,NA,NA,Stenonema,NA,Stenonema femoratum,NA
Stictochironomus sp.,460,55,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Stictochironomus,NA,sp.,NA
Stilobezzia sp.,2,2,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Ceratopogonidae,Ceratopogoninae,NA,NA,Stilobezzia,NA,sp.,NA
Stratiomyidae,3,3,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Brachycera,NA,NA,Stratiomyidae,NA,NA,NA,NA,NA,NA,NA
Stratiomys sp.,8,6,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Brachycera,NA,NA,Stratiomyidae,NA,NA,NA,Stratiomys,NA,sp.,NA
Syrphidae,1,1,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Brachycera,NA,NA,Syrphidae,NA,NA,NA,NA,NA,NA,NA
Tabanidae,24,15,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Brachycera,NA,NA,Tabanidae,NA,NA,NA,NA,NA,NA,NA
Tanypus sp.,25,15,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Tanypodinae,Tanypodini,NA,Tanypus,NA,sp.,NA
Tanytarsini,1,1,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Tanytarsini,NA,NA,NA,NA,NA
Tanytarsus sp.,3165,141,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Tanytarsini,NA,Tanytarsus,NA,sp.,NA
Thermonectus sp.,1,1,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Coleoptera,Adephaga,NA,NA,Dytiscidae,Dytiscinae,NA,NA,Thermonectus,NA,sp.,NA
Thienemanniella sp.,249,52,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Orthocladiinae,NA,NA,Thienemanniella,NA,sp.,NA
Thienemannimyia gr. sp.,1721,146,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Tanypodinae,Pentaneurini,NA,Thienemannimyia gr.,NA,sp.,NA
Tipula sp.,30,20,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,NA,NA,NA,Tipulidae,Tipulinae,NA,NA,Tipula,NA,sp.,NA
Tipulidae,21,16,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,NA,NA,NA,Tipulidae,NA,NA,NA,NA,NA,NA,NA
Triaenodes sp.,31,7,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Trichoptera,NA,NA,NA,Leptoceridae,NA,NA,NA,Triaenodes,NA,sp.,NA
Tribelos jucundum,794,70,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Tribelos,NA,Tribelos jucundum,NA
Tribelos sp.,110,35,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Tribelos,NA,sp.,NA
Trichocorixa sp.,64,11,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Hemiptera,Heteroptera,NA,NA,Corixidae,NA,NA,NA,Trichocorixa,NA,sp.,NA
Trichoptera,1,1,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Trichoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tricorythodes sp.,1075,22,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Ephemeroptera,NA,NA,NA,Leptohyphidae,NA,NA,NA,Tricorythodes,NA,sp.,NA
Tropisternus sp.,35,23,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,NA,Coleoptera,Polyphaga,NA,NA,Hydrophilidae,NA,NA,NA,Tropisternus,NA,sp.,NA
Truncatelloidea,1,1,Animalia,Mollusca,NA,Gastropoda,Caenogastropoda,NA,NA,Littoridinomorpha,NA,NA,Truncatelloidea,NA,NA,NA,NA,NA,NA,NA,NA
Tubificidae,399,64,Animalia,Annelida,NA,Clitellata,Oligochaeta,NA,NA,Tubificida,NA,NA,NA,Tubificidae,NA,NA,NA,NA,NA,NA,NA
Turbellaria,16,7,Animalia,Platyhelminthes,NA,Turbellaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unionicola sp.,2,2,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,NA,Acariformes,Trombidiformes,NA,NA,NA,Unionicolidae,NA,NA,NA,Unionicola,NA,sp.,NA
Xenochironomus xenolabis,5,5,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Xenochironomus,NA,Xenochironomus xenolabis,NA
Xylotopus par,3,3,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Orthocladiinae,NA,NA,Xylotopus,NA,Xylotopus par,NA
Zavreliella marmorata,1,1,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Chironominae,Chironomini,NA,Zavreliella,NA,Zavreliella marmorata,NA
Zavrelimyia sp.,301,67,Animalia,Arthropoda,Hexapoda,Insecta,NA,NA,NA,Diptera,Nematocera,NA,NA,Chironomidae,Tanypodinae,Pentaneurini,NA,Zavrelimyia,NA,sp.,NA
